id	x	y	z	inclinacao
666	549413.4933	9797962.967	77.7556	1
667	549443.4933	9797962.967	76.791397	1
668	549473.4933	9797962.967	75.833099	1
669	549503.4933	9797962.967	74.988899	1
670	549533.4933	9797962.967	74.140404	1
671	549563.4933	9797962.967	73.0952	1
672	549593.4933	9797962.967	71.985199	1
673	549623.4933	9797962.967	70.990997	1
674	549653.4933	9797962.967	70.250198	1
675	549683.4933	9797962.967	69.995903	1
676	549713.4933	9797962.967	69.807999	1
677	549743.4933	9797962.967	69.545197	1
678	549773.4933	9797962.967	68.793198	1
679	549803.4933	9797962.967	67.724899	1
680	549833.4933	9797962.967	66.271103	1
681	549863.4933	9797962.967	64.706703	1
682	549893.4933	9797962.967	63.068001	1
683	549923.4933	9797962.967	61.466301	1
684	549953.4933	9797962.967	59.854401	1
685	549983.4933	9797962.967	59.854401	1
686	550013.4933	9797962.967	58.2211	1
687	550043.4933	9797962.967	56.6922	1
688	550073.4933	9797962.967	55.007	1
689	550103.4933	9797962.967	54.592701	1
690	550133.4933	9797962.967	54.592701	1
691	550163.4933	9797962.967	54.592701	1
692	550193.4933	9797962.967	54.592701	1
693	550223.4933	9797962.967	54.6735	1
694	550253.4933	9797962.967	57.668598	3
695	550283.4933	9797962.967	61.182098	3
696	550313.4933	9797962.967	64.564201	3
697	550343.4933	9797962.967	67.773598	2
698	550373.4933	9797962.967	70.378998	1
699	550403.4933	9797962.967	72.047699	1
700	550433.4933	9797962.967	72.798698	1
701	550463.4933	9797962.967	72.798401	1
702	550493.4933	9797962.967	72.352997	1
703	548903.4933	9797992.967	89.635201	1
704	548933.4933	9797992.967	90.1437	1
705	548963.4933	9797992.967	89.942802	1
706	548993.4933	9797992.967	89.377098	1
707	549023.4933	9797992.967	88.2229	1
708	549053.4933	9797992.967	86.827202	1
709	549083.4933	9797992.967	85.576599	1
710	549113.4933	9797992.967	84.4757	1
711	549143.4933	9797992.967	83.9701	1
712	549173.4933	9797992.967	83.2892	1
713	549203.4933	9797992.967	82.594902	1
714	549233.4933	9797992.967	81.573898	1
715	549263.4933	9797992.967	80.366402	1
716	549293.4933	9797992.967	79.3582	1
717	549323.4933	9797992.967	78.635498	1
718	549353.4933	9797992.967	77.993202	1
719	549383.4933	9797992.967	77.328102	1
720	549413.4933	9797992.967	76.3647	1
721	549443.4933	9797992.967	75.287498	1
722	549473.4933	9797992.967	74.256302	1
723	549503.4933	9797992.967	73.354698	1
724	549533.4933	9797992.967	72.507103	1
725	549563.4933	9797992.967	71.6287	1
726	549593.4933	9797992.967	70.6577	1
727	549623.4933	9797992.967	69.729797	1
728	549653.4933	9797992.967	69.042397	1
729	549683.4933	9797992.967	68.727097	1
730	549713.4933	9797992.967	68.418198	1
731	549743.4933	9797992.967	67.816498	1
732	549773.4933	9797992.967	66.903397	1
733	549803.4933	9797992.967	65.830704	1
734	549833.4933	9797992.967	64.579498	2
735	549863.4933	9797992.967	62.9464	2
736	549893.4933	9797992.967	61.210098	2
737	549923.4933	9797992.967	59.652802	1
738	549953.4933	9797992.967	58.050301	1
739	549983.4933	9797992.967	58.050301	1
740	550013.4933	9797992.967	56.638302	1
741	550043.4933	9797992.967	54.972099	1
742	550073.4933	9797992.967	54.592701	1
743	550103.4933	9797992.967	54.592701	1
744	550133.4933	9797992.967	54.592701	1
745	550163.4933	9797992.967	54.592701	1
746	550193.4933	9797992.967	54.592701	1
747	550223.4933	9797992.967	54.592701	1
748	550253.4933	9797992.967	56.366798	2
749	550283.4933	9797992.967	60.2505	3
750	550313.4933	9797992.967	64.2995	3
751	550343.4933	9797992.967	68.274498	3
752	550373.4933	9797992.967	71.281998	2
753	550403.4933	9797992.967	73.507599	1
754	550433.4933	9797992.967	74.491798	1
755	550463.4933	9797992.967	74.533401	1
756	550493.4933	9797992.967	73.873001	1
757	548903.4933	9798022.967	88.272598	1
758	548933.4933	9798022.967	88.891602	1
759	548963.4933	9798022.967	88.765701	1
760	548993.4933	9798022.967	88.2593	1
761	549023.4933	9798022.967	86.656197	1
762	549053.4933	9798022.967	85.343002	1
763	549083.4933	9798022.967	84.018097	1
764	549113.4933	9798022.967	83.1073	1
765	549143.4933	9798022.967	82.847603	1
766	549173.4933	9798022.967	82.434402	1
767	549203.4933	9798022.967	82.5056	1
768	549233.4933	9798022.967	81.1418	1
769	549263.4933	9798022.967	79.773201	1
770	549293.4933	9798022.967	78.236801	1
771	549323.4933	9798022.967	77.822098	1
772	549353.4933	9798022.967	77.473	1
773	549383.4933	9798022.967	76.664398	1
774	549413.4933	9798022.967	75.020599	1
775	549443.4933	9798022.967	73.4076	1
776	549473.4933	9798022.967	72.169197	1
777	549503.4933	9798022.967	71.4645	1
778	549533.4933	9798022.967	70.777	1
779	549563.4933	9798022.967	69.977898	1
780	549593.4933	9798022.967	69.095901	1
781	549623.4933	9798022.967	68.297997	1
782	549653.4933	9798022.967	67.688904	1
783	549683.4933	9798022.967	67.227303	1
784	549713.4933	9798022.967	66.687401	1
785	549743.4933	9798022.967	65.887703	1
786	549773.4933	9798022.967	64.661903	2
787	549803.4933	9798022.967	63.2323	2
788	549833.4933	9798022.967	62.1908	2
789	549863.4933	9798022.967	60.610802	2
790	549893.4933	9798022.967	59.181499	2
791	549923.4933	9798022.967	57.4352	1
792	549953.4933	9798022.967	56.491001	1
793	549983.4933	9798022.967	56.491001	1
794	550013.4933	9798022.967	55.505501	1
795	550043.4933	9798022.967	54.592701	1
796	550073.4933	9798022.967	54.592701	1
797	550103.4933	9798022.967	54.592701	1
798	550133.4933	9798022.967	54.592701	1
799	550163.4933	9798022.967	54.592701	1
800	550193.4933	9798022.967	54.592701	1
801	550223.4933	9798022.967	54.592701	1
802	550253.4933	9798022.967	55.833	2
803	550283.4933	9798022.967	60.003502	3
804	550313.4933	9798022.967	64.993797	3
805	550343.4933	9798022.967	69.099098	3
806	550373.4933	9798022.967	72.223503	2
807	550403.4933	9798022.967	74.783798	1
808	550433.4933	9798022.967	75.881203	1
809	550463.4933	9798022.967	76.076897	1
810	550493.4933	9798022.967	75.068703	1
811	548903.4933	9798052.967	86.355301	1
812	548933.4933	9798052.967	87.034103	1
813	548963.4933	9798052.967	87.2267	1
814	548993.4933	9798052.967	86.947899	1
815	549023.4933	9798052.967	85.967201	1
816	549053.4933	9798052.967	84.722298	1
817	549083.4933	9798052.967	83.473602	1
818	549113.4933	9798052.967	82.602798	1
819	549143.4933	9798052.967	82.390404	1
820	549173.4933	9798052.967	82.209702	1
821	549203.4933	9798052.967	81.753304	1
822	549233.4933	9798052.967	80.339798	1
823	549263.4933	9798052.967	78.754601	1
824	549293.4933	9798052.967	77.498497	1
825	549323.4933	9798052.967	76.9842	1
826	549353.4933	9798052.967	76.484703	1
827	549383.4933	9798052.967	75.5485	1
828	549413.4933	9798052.967	73.713898	1
829	549443.4933	9798052.967	71.775002	1
830	549473.4933	9798052.967	70.2696	1
831	549503.4933	9798052.967	69.361504	1
832	549533.4933	9798052.967	68.696297	1
833	549563.4933	9798052.967	67.974503	1
834	549593.4933	9798052.967	67.1912	1
835	549623.4933	9798052.967	66.451103	1
836	549653.4933	9798052.967	65.813004	1
837	549683.4933	9798052.967	65.255501	1
838	549713.4933	9798052.967	64.576401	1
839	549743.4933	9798052.967	63.614799	2
840	549773.4933	9798052.967	62.134701	2
841	549803.4933	9798052.967	60.469799	2
842	549833.4933	9798052.967	59.0033	3
843	549863.4933	9798052.967	57.584801	2
844	549893.4933	9798052.967	56.3713	1
845	549923.4933	9798052.967	55.335098	1
846	549953.4933	9798052.967	54.9217	1
847	549983.4933	9798052.967	54.9217	1
848	550013.4933	9798052.967	54.592701	1
849	550043.4933	9798052.967	54.592701	1
850	550073.4933	9798052.967	54.592701	1
851	550103.4933	9798052.967	54.592701	1
852	550133.4933	9798052.967	54.592701	1
853	550163.4933	9798052.967	54.592701	1
854	550193.4933	9798052.967	54.592701	1
855	550223.4933	9798052.967	54.592701	1
856	550253.4933	9798052.967	56.1399	3
857	550283.4933	9798052.967	60.757301	3
858	550313.4933	9798052.967	65.562599	3
859	550343.4933	9798052.967	69.602798	3
860	550373.4933	9798052.967	72.8797	2
861	550403.4933	9798052.967	75.256203	1
862	550433.4933	9798052.967	76.388901	1
863	550463.4933	9798052.967	76.570297	1
864	550493.4933	9798052.967	75.935402	1
865	548903.4933	9798082.967	84.306198	1
866	548933.4933	9798082.967	85.132698	1
867	548963.4933	9798082.967	85.537102	1
868	548993.4933	9798082.967	85.549103	1
869	549023.4933	9798082.967	85.275803	1
870	549053.4933	9798082.967	84.193703	1
871	549083.4933	9798082.967	82.987396	1
872	549113.4933	9798082.967	82.084	1
873	549143.4933	9798082.967	81.9366	1
874	549173.4933	9798082.967	81.807297	1
875	549203.4933	9798082.967	80.839897	1
876	549233.4933	9798082.967	79.337997	1
877	549263.4933	9798082.967	77.7257	1
878	549293.4933	9798082.967	76.694199	1
879	549323.4933	9798082.967	76.013397	1
880	549353.4933	9798082.967	75.280602	1
881	549383.4933	9798082.967	74.156601	1
882	549413.4933	9798082.967	72.2146	2
883	549443.4933	9798082.967	70.150398	2
884	549473.4933	9798082.967	68.280502	1
885	549503.4933	9798082.967	67.234497	1
886	549533.4933	9798082.967	66.509399	1
887	549563.4933	9798082.967	65.923698	1
888	549593.4933	9798082.967	65.125603	1
889	549623.4933	9798082.967	64.363297	1
890	549653.4933	9798082.967	63.688099	1
891	549683.4933	9798082.967	63.185699	1
892	549713.4933	9798082.967	62.536701	1
893	549743.4933	9798082.967	61.3969	1
894	549773.4933	9798082.967	59.8522	2
895	549803.4933	9798082.967	58.141102	2
896	549833.4933	9798082.967	56.297901	1
897	549863.4933	9798082.967	55.101101	1
898	549893.4933	9798082.967	54.592701	1
899	549923.4933	9798082.967	54.592701	1
900	549953.4933	9798082.967	54.592701	1
901	549983.4933	9798082.967	54.592701	1
902	550013.4933	9798082.967	54.592701	1
903	550043.4933	9798082.967	54.592701	1
904	550073.4933	9798082.967	54.592701	1
905	550103.4933	9798082.967	54.592701	1
906	550133.4933	9798082.967	54.592701	1
907	550163.4933	9798082.967	54.592701	1
908	550193.4933	9798082.967	54.592701	1
909	550223.4933	9798082.967	54.592701	1
910	550253.4933	9798082.967	56.941399	3
911	550283.4933	9798082.967	61.569698	3
912	550313.4933	9798082.967	66.075302	3
913	550343.4933	9798082.967	70.205704	3
914	550373.4933	9798082.967	73.578903	2
915	550403.4933	9798082.967	75.642097	1
916	550433.4933	9798082.967	76.7696	1
917	550463.4933	9798082.967	77.045502	1
918	550493.4933	9798082.967	76.842201	1
919	548903.4933	9798112.967	82.2985	1
920	548933.4933	9798112.967	82.976097	1
921	548963.4933	9798112.967	83.677101	1
922	548993.4933	9798112.967	84.1278	1
923	549023.4933	9798112.967	84.351997	1
924	549053.4933	9798112.967	83.387497	1
925	549083.4933	9798112.967	82.230301	1
926	549113.4933	9798112.967	81.397697	1
927	549143.4933	9798112.967	81.014198	1
928	549173.4933	9798112.967	81.105904	1
929	549203.4933	9798112.967	79.715797	1
930	549233.4933	9798112.967	78.182503	1
931	549263.4933	9798112.967	76.573502	1
932	549293.4933	9798112.967	75.781601	1
933	549323.4933	9798112.967	74.910698	1
934	549353.4933	9798112.967	73.8992	1
935	549383.4933	9798112.967	72.388802	1
936	549413.4933	9798112.967	70.763802	2
937	549443.4933	9798112.967	68.440002	2
938	549473.4933	9798112.967	66.521698	1
939	549503.4933	9798112.967	65.273903	1
940	549533.4933	9798112.967	64.412102	1
941	549563.4933	9798112.967	63.976799	1
942	549593.4933	9798112.967	63.056999	1
943	549623.4933	9798112.967	62.105	1
944	549653.4933	9798112.967	61.482399	1
945	549683.4933	9798112.967	61.236198	1
946	549713.4933	9798112.967	61.028801	1
947	549743.4933	9798112.967	59.910198	1
948	549773.4933	9798112.967	58.335098	1
949	549803.4933	9798112.967	56.627201	1
950	549833.4933	9798112.967	54.795898	1
951	549863.4933	9798112.967	54.592701	1
952	549893.4933	9798112.967	54.592701	1
953	549923.4933	9798112.967	54.592701	1
954	549953.4933	9798112.967	54.592701	1
955	549983.4933	9798112.967	54.592701	1
956	550013.4933	9798112.967	55.1175	1
957	550043.4933	9798112.967	55.804298	1
958	550073.4933	9798112.967	55.115501	1
959	550103.4933	9798112.967	54.592701	1
960	550133.4933	9798112.967	54.592701	1
961	550163.4933	9798112.967	54.592701	1
962	550193.4933	9798112.967	54.592701	1
963	550223.4933	9798112.967	54.592701	1
964	550253.4933	9798112.967	57.785198	3
965	550283.4933	9798112.967	62.395802	3
966	550313.4933	9798112.967	66.851303	3
967	550343.4933	9798112.967	70.831001	3
968	550373.4933	9798112.967	74.101196	2
969	550403.4933	9798112.967	76.0121	1
970	550433.4933	9798112.967	77.312202	1
971	550463.4933	9798112.967	77.767998	1
972	550493.4933	9798112.967	77.908501	1
973	548903.4933	9798142.967	80.534203	1
974	548933.4933	9798142.967	81.075699	1
975	548963.4933	9798142.967	81.8041	1
976	548993.4933	9798142.967	82.281197	1
977	549023.4933	9798142.967	82.227997	1
978	549053.4933	9798142.967	81.621597	1
979	549083.4933	9798142.967	80.738098	1
980	549113.4933	9798142.967	80.212898	1
981	549143.4933	9798142.967	79.626198	1
982	549173.4933	9798142.967	79.287201	1
983	549203.4933	9798142.967	78.594398	1
984	549233.4933	9798142.967	77.408897	1
985	549263.4933	9798142.967	76.156898	1
986	549293.4933	9798142.967	74.750099	1
987	549323.4933	9798142.967	73.515404	1
988	549353.4933	9798142.967	71.952797	1
989	549383.4933	9798142.967	70.279297	2
990	549413.4933	9798142.967	68.501999	2
991	549443.4933	9798142.967	66.7164	2
992	549473.4933	9798142.967	65.0187	1
993	549503.4933	9798142.967	63.714901	1
994	549533.4933	9798142.967	62.648701	1
995	549563.4933	9798142.967	61.731098	1
996	549593.4933	9798142.967	60.967899	1
997	549623.4933	9798142.967	60.252701	1
998	549653.4933	9798142.967	59.934898	1
999	549683.4933	9798142.967	59.7757	1
1000	549713.4933	9798142.967	59.719101	1
1001	549743.4933	9798142.967	59.355701	1
1002	549773.4933	9798142.967	58.193802	1
1003	549803.4933	9798142.967	57.045898	1
1004	549833.4933	9798142.967	56.0061	1
1005	549863.4933	9798142.967	55.251999	1
1006	549893.4933	9798142.967	54.996601	1
1007	549923.4933	9798142.967	54.996201	1
1008	549953.4933	9798142.967	56.155899	1
1009	549983.4933	9798142.967	56.155899	1
1010	550013.4933	9798142.967	56.865501	1
1011	550043.4933	9798142.967	57.067402	1
1012	550073.4933	9798142.967	56.066898	1
1013	550103.4933	9798142.967	54.6269	1
1014	550133.4933	9798142.967	54.592701	1
1015	550163.4933	9798142.967	54.592701	1
1016	550193.4933	9798142.967	54.592701	1
1017	550223.4933	9798142.967	54.592701	1
1018	550253.4933	9798142.967	57.933899	3
1019	550283.4933	9798142.967	62.679298	3
1020	550313.4933	9798142.967	67.620003	3
1021	550343.4933	9798142.967	71.428299	3
1022	550373.4933	9798142.967	74.7677	2
1023	550403.4933	9798142.967	77.213799	1
1024	550433.4933	9798142.967	78.821899	1
1025	550463.4933	9798142.967	79.654503	1
1026	550493.4933	9798142.967	79.673798	1
1027	548903.4933	9798172.967	79.1371	1
1028	548933.4933	9798172.967	79.515999	1
1029	548963.4933	9798172.967	79.995102	1
1030	548993.4933	9798172.967	80.3508	1
1031	549023.4933	9798172.967	80.283501	1
1032	549053.4933	9798172.967	79.593697	1
1033	549083.4933	9798172.967	78.820503	1
1034	549113.4933	9798172.967	78.094002	1
1035	549143.4933	9798172.967	77.563904	1
1036	549173.4933	9798172.967	77.099602	1
1037	549203.4933	9798172.967	76.951202	1
1038	549233.4933	9798172.967	76.172096	1
1039	549263.4933	9798172.967	75.065498	1
1040	549293.4933	9798172.967	73.4963	1
1041	549323.4933	9798172.967	71.753601	2
1042	549353.4933	9798172.967	70.020401	2
1043	549383.4933	9798172.967	68.146103	2
1044	549413.4933	9798172.967	66.391197	2
1045	549443.4933	9798172.967	64.801804	1
1046	549473.4933	9798172.967	63.605701	1
1047	549503.4933	9798172.967	62.445499	1
1048	549533.4933	9798172.967	61.396599	1
1049	549563.4933	9798172.967	60.2962	1
1050	549593.4933	9798172.967	59.367802	1
1051	549623.4933	9798172.967	59.314098	1
1052	549653.4933	9798172.967	59.314098	1
1053	549683.4933	9798172.967	59.314098	1
1054	549713.4933	9798172.967	59.314098	1
1055	549743.4933	9798172.967	59.314098	1
1056	549773.4933	9798172.967	58.938099	1
1057	549803.4933	9798172.967	58.4263	1
1058	549833.4933	9798172.967	58.02	1
1059	549863.4933	9798172.967	57.817001	2
1060	549893.4933	9798172.967	57.679298	2
1061	549923.4933	9798172.967	57.7938	2
1062	549953.4933	9798172.967	58.6096	2
1063	549983.4933	9798172.967	58.6096	2
1064	550013.4933	9798172.967	59.137501	1
1065	550043.4933	9798172.967	58.4874	1
1066	550073.4933	9798172.967	57.056301	1
1067	550103.4933	9798172.967	55.297001	1
1068	550133.4933	9798172.967	54.592701	1
1069	550163.4933	9798172.967	54.592701	1
1070	550193.4933	9798172.967	54.592701	1
1071	550223.4933	9798172.967	54.592701	1
1072	550253.4933	9798172.967	57.958199	3
1073	550283.4933	9798172.967	62.7882	3
1074	550313.4933	9798172.967	67.783302	3
1075	550343.4933	9798172.967	71.885696	3
1076	550373.4933	9798172.967	75.3451	3
1077	550403.4933	9798172.967	78.264702	2
1078	550433.4933	9798172.967	80.355499	1
1079	550463.4933	9798172.967	81.467003	1
1080	550493.4933	9798172.967	81.628502	1
1081	548903.4933	9798202.967	77.909698	1
1082	548933.4933	9798202.967	77.846703	1
1083	548963.4933	9798202.967	78.312897	1
1084	548993.4933	9798202.967	78.695801	1
1085	549023.4933	9798202.967	78.228996	1
1086	549053.4933	9798202.967	77.608902	1
1087	549083.4933	9798202.967	77.058296	1
1088	549113.4933	9798202.967	76.211998	1
1089	549143.4933	9798202.967	74.985397	2
1090	549173.4933	9798202.967	74.319901	2
1091	549203.4933	9798202.967	74.207001	2
1092	549233.4933	9798202.967	73.983398	2
1093	549263.4933	9798202.967	73.451103	2
1094	549293.4933	9798202.967	71.775002	2
1095	549323.4933	9798202.967	69.645203	3
1096	549353.4933	9798202.967	67.266602	3
1097	549383.4933	9798202.967	65.417297	2
1098	549413.4933	9798202.967	64.349998	1
1099	549443.4933	9798202.967	63.113499	1
1100	549473.4933	9798202.967	62.594501	1
1101	549503.4933	9798202.967	61.509998	1
1102	549533.4933	9798202.967	60.586601	1
1103	549563.4933	9798202.967	59.314098	1
1104	549593.4933	9798202.967	59.314098	1
1105	549623.4933	9798202.967	59.314098	1
1106	549653.4933	9798202.967	59.314098	1
1107	549683.4933	9798202.967	59.314098	1
1108	549713.4933	9798202.967	59.314098	1
1109	549743.4933	9798202.967	59.6786	1
1110	549773.4933	9798202.967	60.194099	1
1111	549803.4933	9798202.967	60.583599	1
1112	549833.4933	9798202.967	60.999199	2
1113	549863.4933	9798202.967	60.914398	2
1114	549893.4933	9798202.967	60.9603	2
1115	549923.4933	9798202.967	61.158798	2
1116	549953.4933	9798202.967	61.277802	2
1117	549983.4933	9798202.967	61.277802	2
1118	550013.4933	9798202.967	61.2995	1
1119	550043.4933	9798202.967	59.9058	1
1120	550073.4933	9798202.967	58.130001	1
1121	550103.4933	9798202.967	56.0173	1
1122	550133.4933	9798202.967	54.592701	1
1123	550163.4933	9798202.967	54.592701	1
1124	550193.4933	9798202.967	54.592701	1
1125	550223.4933	9798202.967	54.592701	1
1126	550253.4933	9798202.967	58.027699	3
1127	550283.4933	9798202.967	62.680302	3
1128	550313.4933	9798202.967	67.729698	3
1129	550343.4933	9798202.967	72.097801	3
1130	550373.4933	9798202.967	75.833702	3
1131	550403.4933	9798202.967	79.139099	2
1132	550433.4933	9798202.967	81.450897	1
1133	550463.4933	9798202.967	82.935501	1
1134	550493.4933	9798202.967	83.292603	1
1135	548903.4933	9798232.967	77.460999	1
1136	548933.4933	9798232.967	76.898003	1
1137	548963.4933	9798232.967	76.890297	1
1138	548993.4933	9798232.967	77.016502	1
1139	549023.4933	9798232.967	76.742996	1
1140	549053.4933	9798232.967	76.211098	1
1141	549083.4933	9798232.967	75.373497	1
1142	549113.4933	9798232.967	74.328598	1
1143	549143.4933	9798232.967	72.777603	2
1144	549173.4933	9798232.967	71.345001	2
1145	549203.4933	9798232.967	70.6604	3
1146	549233.4933	9798232.967	70.5439	3
1147	549263.4933	9798232.967	70.3144	3
1148	549293.4933	9798232.967	69.068398	3
1149	549323.4933	9798232.967	66.961601	3
1150	549353.4933	9798232.967	64.718597	3
1151	549383.4933	9798232.967	62.9179	2
1152	549413.4933	9798232.967	62.1992	1
1153	549443.4933	9798232.967	61.8391	1
1154	549473.4933	9798232.967	61.478802	1
1155	549503.4933	9798232.967	60.741901	1
1156	549533.4933	9798232.967	59.982899	1
1157	549563.4933	9798232.967	59.314098	1
1158	549593.4933	9798232.967	59.314098	1
1159	549623.4933	9798232.967	59.314098	1
1160	549653.4933	9798232.967	59.3316	1
1161	549683.4933	9798232.967	59.6436	1
1162	549713.4933	9798232.967	60.121201	1
1163	549743.4933	9798232.967	60.828499	1
1164	549773.4933	9798232.967	61.7938	1
1165	549803.4933	9798232.967	62.749298	1
1166	549833.4933	9798232.967	63.397099	1
1167	549863.4933	9798232.967	63.770302	2
1168	549893.4933	9798232.967	63.9263	2
1169	549923.4933	9798232.967	63.940201	1
1170	549953.4933	9798232.967	63.716202	1
1171	549983.4933	9798232.967	63.716202	1
1172	550013.4933	9798232.967	63.0065	1
1173	550043.4933	9798232.967	61.561401	1
1174	550073.4933	9798232.967	59.494598	2
1175	550103.4933	9798232.967	57.2453	1
1176	550133.4933	9798232.967	55.230202	1
1177	550163.4933	9798232.967	54.592701	1
1178	550193.4933	9798232.967	54.592701	1
1179	550223.4933	9798232.967	54.8424	1
1180	550253.4933	9798232.967	58.359501	3
1181	550283.4933	9798232.967	62.911301	3
1182	550313.4933	9798232.967	67.747902	3
1183	550343.4933	9798232.967	72.018097	3
1184	550373.4933	9798232.967	75.789001	3
1185	550403.4933	9798232.967	79.028603	2
1186	550433.4933	9798232.967	81.568703	1
1187	550463.4933	9798232.967	83.234001	1
1188	550493.4933	9798232.967	83.861603	1
1189	548903.4933	9798262.967	77.325401	1
1190	548933.4933	9798262.967	75.998802	1
1191	548963.4933	9798262.967	75.625801	1
1192	548993.4933	9798262.967	75.452599	1
1193	549023.4933	9798262.967	75.5009	1
1194	549053.4933	9798262.967	74.855698	1
1195	549083.4933	9798262.967	73.757202	1
1196	549113.4933	9798262.967	72.459297	1
1197	549143.4933	9798262.967	70.3881	2
1198	549173.4933	9798262.967	68.7061	2
1199	549203.4933	9798262.967	67.337097	2
1200	549233.4933	9798262.967	67.031998	2
1201	549263.4933	9798262.967	66.896004	2
1202	549293.4933	9798262.967	66.165398	2
1203	549323.4933	9798262.967	64.392502	2
1204	549353.4933	9798262.967	62.396198	1
1205	549383.4933	9798262.967	60.908699	1
1206	549413.4933	9798262.967	60.908699	1
1207	549443.4933	9798262.967	60.908699	1
1208	549473.4933	9798262.967	60.908699	1
1209	549503.4933	9798262.967	60.591499	1
1210	549533.4933	9798262.967	60.262402	1
1211	549563.4933	9798262.967	60.192799	1
1212	549593.4933	9798262.967	60.436798	1
1213	549623.4933	9798262.967	60.637699	1
1214	549653.4933	9798262.967	60.824001	1
1215	549683.4933	9798262.967	61.180698	1
1216	549713.4933	9798262.967	61.7402	1
1217	549743.4933	9798262.967	62.451698	1
1218	549773.4933	9798262.967	63.5509	1
1219	549803.4933	9798262.967	64.610802	1
1220	549833.4933	9798262.967	65.6567	1
1221	549863.4933	9798262.967	66.201897	1
1222	549893.4933	9798262.967	66.370201	1
1223	549923.4933	9798262.967	66.015099	1
1224	549953.4933	9798262.967	65.494499	1
1225	549983.4933	9798262.967	65.494499	1
1226	550013.4933	9798262.967	64.379303	1
1227	550043.4933	9798262.967	62.784901	1
1228	550073.4933	9798262.967	60.527802	1
1229	550103.4933	9798262.967	58.118698	1
1230	550133.4933	9798262.967	55.896801	1
1231	550163.4933	9798262.967	54.592701	1
1232	550193.4933	9798262.967	54.592701	1
1233	550223.4933	9798262.967	55.3741	1
1234	550253.4933	9798262.967	58.799099	3
1235	550283.4933	9798262.967	63.239201	3
1236	550313.4933	9798262.967	67.849098	3
1237	550343.4933	9798262.967	71.928001	3
1238	550373.4933	9798262.967	75.649399	3
1239	550403.4933	9798262.967	78.772102	2
1240	550433.4933	9798262.967	81.3153	1
1241	550463.4933	9798262.967	83.135201	1
1242	550493.4933	9798262.967	83.969803	1
1243	548903.4933	9798292.967	77.094002	1
1244	548933.4933	9798292.967	75.632797	1
1245	548963.4933	9798292.967	74.780296	1
1246	548993.4933	9798292.967	73.732101	1
1247	549023.4933	9798292.967	73.565201	1
1248	549053.4933	9798292.967	73.149597	1
1249	549083.4933	9798292.967	72.389198	1
1250	549113.4933	9798292.967	70.743797	2
1251	549143.4933	9798292.967	68.432602	2
1252	549173.4933	9798292.967	66.327904	2
1253	549203.4933	9798292.967	64.471001	1
1254	549233.4933	9798292.967	64.4356	1
1255	549263.4933	9798292.967	64.210701	1
1256	549293.4933	9798292.967	64.135498	1
1257	549323.4933	9798292.967	62.4263	1
1258	549353.4933	9798292.967	60.908699	1
1259	549383.4933	9798292.967	60.908699	1
1260	549413.4933	9798292.967	60.908699	1
1261	549443.4933	9798292.967	60.908699	1
1262	549473.4933	9798292.967	61.311199	1
1263	549503.4933	9798292.967	61.257099	1
1264	549533.4933	9798292.967	61.347301	1
1265	549563.4933	9798292.967	61.891102	1
1266	549593.4933	9798292.967	62.547901	1
1267	549623.4933	9798292.967	63.173901	2
1268	549653.4933	9798292.967	63.2813	2
1269	549683.4933	9798292.967	63.378799	2
1270	549713.4933	9798292.967	63.6703	1
1271	549743.4933	9798292.967	64.341499	1
1272	549773.4933	9798292.967	65.32	1
1273	549803.4933	9798292.967	66.148003	1
1274	549833.4933	9798292.967	67.209801	1
1275	549863.4933	9798292.967	67.805901	1
1276	549893.4933	9798292.967	67.891701	1
1277	549923.4933	9798292.967	67.4627	1
1278	549953.4933	9798292.967	66.312599	1
1279	549983.4933	9798292.967	66.312599	1
1280	550013.4933	9798292.967	64.900002	1
1281	550043.4933	9798292.967	63.0723	1
1282	550073.4933	9798292.967	60.766899	1
1283	550103.4933	9798292.967	58.4496	1
1284	550133.4933	9798292.967	55.968399	1
1285	550163.4933	9798292.967	54.592701	1
1286	550193.4933	9798292.967	54.592701	1
1287	550223.4933	9798292.967	55.793301	1
1288	550253.4933	9798292.967	59.334999	3
1289	550283.4933	9798292.967	63.807301	3
1290	550313.4933	9798292.967	68.276199	3
1291	550343.4933	9798292.967	72.170998	3
1292	550373.4933	9798292.967	75.524498	3
1293	550403.4933	9798292.967	78.2929	2
1294	550433.4933	9798292.967	81.051903	1
1295	550463.4933	9798292.967	82.940598	1
1296	550493.4933	9798292.967	84.148598	1
1297	548903.4933	9798322.967	76.769897	1
1298	548933.4933	9798322.967	75.124298	1
1299	548963.4933	9798322.967	73.4646	1
1300	548993.4933	9798322.967	72.0382	1
1301	549023.4933	9798322.967	71.315002	1
1302	549053.4933	9798322.967	70.923897	1
1303	549083.4933	9798322.967	70.399399	1
1304	549113.4933	9798322.967	69.150597	1
1305	549143.4933	9798322.967	67.004799	1
1306	549173.4933	9798322.967	64.886902	1
1307	549203.4933	9798322.967	63.4538	1
1308	549233.4933	9798322.967	63.307899	1
1309	549263.4933	9798322.967	63.307899	1
1310	549293.4933	9798322.967	62.9114	1
1311	549323.4933	9798322.967	61.510899	1
1312	549353.4933	9798322.967	60.908699	1
1313	549383.4933	9798322.967	60.908699	1
1314	549413.4933	9798322.967	60.908699	1
1315	549443.4933	9798322.967	61.5242	1
1316	549473.4933	9798322.967	62.574699	1
