id	x	y	z	inclinacao
443	549203.4933	9797842.967	86.149696	1
444	549233.4933	9797842.967	85.228203	1
445	549263.4933	9797842.967	84.512802	1
446	549293.4933	9797842.967	84.312897	1
447	549323.4933	9797842.967	84.549698	1
448	549353.4933	9797842.967	84.727097	1
449	549383.4933	9797842.967	84.547501	1
450	549413.4933	9797842.967	83.674896	1
451	549443.4933	9797842.967	82.233498	1
452	549473.4933	9797842.967	80.831596	1
453	549503.4933	9797842.967	79.888702	1
454	549533.4933	9797842.967	79.184097	1
455	549563.4933	9797842.967	78.788399	1
456	549593.4933	9797842.967	78.106598	1
457	549623.4933	9797842.967	77.431297	1
458	549653.4933	9797842.967	76.957497	1
459	549683.4933	9797842.967	76.370796	1
460	549713.4933	9797842.967	75.677299	1
461	549743.4933	9797842.967	74.105103	1
462	549773.4933	9797842.967	72.603897	1
463	549803.4933	9797842.967	71.150703	1
464	549833.4933	9797842.967	70.010902	1
465	549863.4933	9797842.967	69.080101	1
466	549893.4933	9797842.967	68.186798	1
467	549923.4933	9797842.967	67.692001	1
468	549953.4933	9797842.967	66.783401	1
469	549983.4933	9797842.967	66.783401	1
470	550013.4933	9797842.967	64.844498	1
471	550043.4933	9797842.967	61.893902	3
472	550073.4933	9797842.967	58.333801	3
473	550103.4933	9797842.967	55.360699	1
474	550133.4933	9797842.967	54.592701	1
475	550163.4933	9797842.967	54.592701	1
476	550193.4933	9797842.967	56.4604	2
477	550223.4933	9797842.967	59.727402	3
478	550253.4933	9797842.967	63.4389	3
479	550283.4933	9797842.967	66.942497	3
480	550313.4933	9797842.967	69.7444	1
481	550343.4933	9797842.967	70.8302	1
482	550373.4933	9797842.967	70.971397	1
483	550403.4933	9797842.967	70.7976	1
484	550433.4933	9797842.967	70.539597	1
485	550463.4933	9797842.967	70.039001	1
486	550493.4933	9797842.967	68.7202	1
487	548903.4933	9797872.967	93.532997	1
488	548933.4933	9797872.967	93.110802	1
489	548963.4933	9797872.967	92.616699	1
490	548993.4933	9797872.967	92.081398	1
491	549023.4933	9797872.967	91.610001	1
492	549053.4933	9797872.967	91.286499	1
493	549083.4933	9797872.967	90.813499	1
494	549113.4933	9797872.967	90.010498	1
495	549143.4933	9797872.967	88.539101	1
496	549173.4933	9797872.967	86.877701	1
497	549203.4933	9797872.967	85.255402	1
498	549233.4933	9797872.967	84.035202	1
499	549263.4933	9797872.967	83.129898	1
500	549293.4933	9797872.967	82.741798	1
501	549323.4933	9797872.967	82.945297	1
502	549353.4933	9797872.967	83.142601	1
503	549383.4933	9797872.967	83.0084	1
504	549413.4933	9797872.967	82.201797	1
505	549443.4933	9797872.967	81.108002	1
506	549473.4933	9797872.967	79.935997	1
507	549503.4933	9797872.967	78.991402	1
508	549533.4933	9797872.967	78.160896	1
509	549563.4933	9797872.967	77.338799	1
510	549593.4933	9797872.967	76.738197	1
511	549623.4933	9797872.967	76.050201	1
512	549653.4933	9797872.967	75.5979	1
513	549683.4933	9797872.967	75.0354	1
514	549713.4933	9797872.967	74.441498	1
515	549743.4933	9797872.967	73.547302	1
516	549773.4933	9797872.967	72.231796	1
517	549803.4933	9797872.967	70.944901	1
518	549833.4933	9797872.967	69.627098	1
519	549863.4933	9797872.967	68.420303	1
520	549893.4933	9797872.967	67.2314	1
521	549923.4933	9797872.967	66.239799	1
522	549953.4933	9797872.967	65.437698	1
523	549983.4933	9797872.967	65.437698	1
524	550013.4933	9797872.967	64.104698	1
525	550043.4933	9797872.967	61.7206	2
526	550073.4933	9797872.967	58.5242	2
527	550103.4933	9797872.967	55.636002	1
528	550133.4933	9797872.967	54.592701	1
529	550163.4933	9797872.967	54.592701	1
530	550193.4933	9797872.967	55.997501	1
531	550223.4933	9797872.967	58.760502	3
532	550253.4933	9797872.967	62.369301	3
533	550283.4933	9797872.967	65.7957	3
534	550313.4933	9797872.967	68.3899	1
535	550343.4933	9797872.967	69.969902	1
536	550373.4933	9797872.967	70.581703	1
537	550403.4933	9797872.967	70.834198	1
538	550433.4933	9797872.967	70.806396	1
539	550463.4933	9797872.967	70.452904	1
540	550493.4933	9797872.967	69.7659	1
541	548903.4933	9797902.967	92.595901	1
542	548933.4933	9797902.967	92.432198	1
543	548963.4933	9797902.967	92.158699	1
544	548993.4933	9797902.967	91.787399	1
545	549023.4933	9797902.967	91.413002	1
546	549053.4933	9797902.967	91.065598	1
547	549083.4933	9797902.967	90.4412	1
548	549113.4933	9797902.967	89.352501	1
549	549143.4933	9797902.967	87.837303	1
550	549173.4933	9797902.967	86.164001	1
551	549203.4933	9797902.967	84.497597	1
552	549233.4933	9797902.967	83.039101	1
553	549263.4933	9797902.967	81.925201	1
554	549293.4933	9797902.967	81.430702	1
555	549323.4933	9797902.967	81.484398	1
556	549353.4933	9797902.967	81.659599	1
557	549383.4933	9797902.967	81.516098	1
558	549413.4933	9797902.967	80.720703	1
559	549443.4933	9797902.967	79.688103	1
560	549473.4933	9797902.967	78.732697	1
561	549503.4933	9797902.967	77.829498	1
562	549533.4933	9797902.967	76.944	1
563	549563.4933	9797902.967	75.940002	1
564	549593.4933	9797902.967	75.016296	1
565	549623.4933	9797902.967	74.2808	1
566	549653.4933	9797902.967	73.608597	1
567	549683.4933	9797902.967	73.189003	1
568	549713.4933	9797902.967	72.776604	1
569	549743.4933	9797902.967	72.488098	1
570	549773.4933	9797902.967	71.486801	1
571	549803.4933	9797902.967	70.217598	1
572	549833.4933	9797902.967	68.892502	1
573	549863.4933	9797902.967	67.414902	1
574	549893.4933	9797902.967	66.084	1
575	549923.4933	9797902.967	64.582802	1
576	549953.4933	9797902.967	63.6693	1
577	549983.4933	9797902.967	63.6693	1
578	550013.4933	9797902.967	62.526199	1
579	550043.4933	9797902.967	60.953602	2
580	550073.4933	9797902.967	58.069	2
581	550103.4933	9797902.967	55.350399	1
582	550133.4933	9797902.967	54.592701	1
583	550163.4933	9797902.967	54.592701	1
584	550193.4933	9797902.967	55.383801	1
585	550223.4933	9797902.967	57.646198	2
586	550253.4933	9797902.967	60.918201	3
587	550283.4933	9797902.967	64.320297	3
588	550313.4933	9797902.967	67.006401	2
589	550343.4933	9797902.967	68.783401	1
590	550373.4933	9797902.967	69.864601	1
591	550403.4933	9797902.967	70.395599	1
592	550433.4933	9797902.967	70.881104	1
593	550463.4933	9797902.967	70.753403	1
594	550493.4933	9797902.967	70.283798	1
595	548903.4933	9797932.967	91.724602	1
596	548933.4933	9797932.967	91.823502	1
597	548963.4933	9797932.967	91.623901	1
598	548993.4933	9797932.967	91.160797	1
599	549023.4933	9797932.967	91.111603	1
600	549053.4933	9797932.967	90.369003	1
601	549083.4933	9797932.967	89.145401	1
602	549113.4933	9797932.967	87.910797	1
603	549143.4933	9797932.967	86.9711	1
604	549173.4933	9797932.967	85.499001	1
605	549203.4933	9797932.967	83.865501	1
606	549233.4933	9797932.967	82.306999	1
607	549263.4933	9797932.967	81.102699	1
608	549293.4933	9797932.967	80.4944	1
609	549323.4933	9797932.967	80.298302	1
610	549353.4933	9797932.967	80.164703	1
611	549383.4933	9797932.967	79.941498	1
612	549413.4933	9797932.967	79.155701	1
613	549443.4933	9797932.967	78.248299	1
614	549473.4933	9797932.967	77.369301	1
615	549503.4933	9797932.967	76.458801	1
616	549533.4933	9797932.967	75.6045	1
617	549563.4933	9797932.967	74.375198	1
618	549593.4933	9797932.967	73.305901	1
619	549623.4933	9797932.967	72.2817	1
620	549653.4933	9797932.967	71.514198	1
621	549683.4933	9797932.967	71.323997	1
622	549713.4933	9797932.967	70.997803	1
623	549743.4933	9797932.967	71.120598	1
624	549773.4933	9797932.967	70.333504	1
625	549803.4933	9797932.967	69.273102	1
626	549833.4933	9797932.967	67.603104	1
627	549863.4933	9797932.967	66.1194	1
628	549893.4933	9797932.967	64.734802	1
629	549923.4933	9797932.967	63.07	1
630	549953.4933	9797932.967	61.5107	1
631	549983.4933	9797932.967	61.5107	1
632	550013.4933	9797932.967	60.123798	2
633	550043.4933	9797932.967	58.800598	2
634	550073.4933	9797932.967	56.814602	1
635	550103.4933	9797932.967	54.830399	1
636	550133.4933	9797932.967	54.592701	1
637	550163.4933	9797932.967	54.592701	1
638	550193.4933	9797932.967	54.592701	1
639	550223.4933	9797932.967	56.398701	2
640	550253.4933	9797932.967	59.273998	3
641	550283.4933	9797932.967	62.650501	3
642	550313.4933	9797932.967	65.218201	2
643	550343.4933	9797932.967	67.746597	1
644	550373.4933	9797932.967	69.590897	1
645	550403.4933	9797932.967	70.846199	1
646	550433.4933	9797932.967	71.340401	1
647	550463.4933	9797932.967	71.240601	1
648	550493.4933	9797932.967	71.016296	1
649	548903.4933	9797962.967	90.802399	1
650	548933.4933	9797962.967	91.0466	1
651	548963.4933	9797962.967	90.891296	1
652	548993.4933	9797962.967	90.406197	1
653	549023.4933	9797962.967	89.797798	1
654	549053.4933	9797962.967	88.690697	1
655	549083.4933	9797962.967	87.4468	1
656	549113.4933	9797962.967	86.197403	1
657	549143.4933	9797962.967	85.350601	1
658	549173.4933	9797962.967	84.482399	1
659	549203.4933	9797962.967	83.246902	1
660	549233.4933	9797962.967	81.892998	1
661	549263.4933	9797962.967	80.649803	1
662	549293.4933	9797962.967	79.849503	1
663	549323.4933	9797962.967	79.3965	1
664	549353.4933	9797962.967	79.041901	1
665	549383.4933	9797962.967	78.582199	1
