ID	UT	N_Arvore	DAP	HC	G	Volume	X	Y	Z
703	3	9154	0.728928	13	0.41731	4.293179	549126.398	9797672.871	88.5849
704	3	9159	0.614337	11	0.296417	2.645782	549151.228	9797786.605	89.018898
705	3	9160	0.6589	13	0.34098	3.506318	549168.804	9797797.322	88.482002
706	3	9163	0.623886	12	0.305703	2.937164	549172.262	9797835.898	87.534302
707	3	9164	0.572956	13	0.25783	2.649613	549163.816	9797866.408	86.877701
708	3	9165	0.878533	14	0.606187	6.645076	549143.358	9797892.499	87.837303
709	3	9166	0.582506	12	0.266496	2.559671	549130.904	9797905.877	87.837303
710	3	9169	0.735294	14	0.424631	4.651124	549120.68	9797939.592	87.910797
711	3	9171	0.735294	18	0.424631	5.752129	549150.608	9797977.83	83.9701
712	3	9173	0.795773	12	0.497357	4.783785	549160.847	9798004.024	83.2892
713	3	9174	0.79259	16	0.493386	6.052094	549169.523	9798008.001	82.434402
714	3	9175	0.557041	12	0.243705	2.340295	549142.392	9798035.199	82.847603
715	3	9176	0.760759	12	0.454552	4.371188	549172.204	9798053.541	82.209702
716	3	9178	0.795773	13	0.497357	5.118698	549151.416	9798096.322	81.9366
717	3	9184	0.614337	15	0.296417	3.438969	549118.289	9798166.299	78.094002
718	3	9186	0.719379	9	0.406448	3.063995	549122.303	9798209.406	74.985397
719	3	9187	0.480647	12	0.181444	1.741246	549139.879	9798220.456	74.985397
720	3	9190	0.445633	10	0.155971	1.282551	549148.779	9798230.18	72.777603
721	3	9193	0.620703	8	0.302592	2.063515	549126.215	9798284.79	68.432602
722	3	9194	0.78304	11	0.481569	4.303124	549125.44	9798301.923	68.432602
723	3	9198	0.681182	14	0.364431	3.99036	549100.481	9798567.986	75.908401
724	3	9199	0.919913	12	0.664636	6.396915	549051.212	9798580.156	75.439796
725	3	9200	0.636618	13	0.318308	3.272679	549056.213	9798561.807	72.095703
726	3	9203	0.579323	12	0.263591	2.53171	549077.895	9798536.489	72.5056
727	3	9204	0.636618	16	0.318308	3.900665	549077.448	9798527.536	69.985802
728	3	9209	0.588872	11	0.272353	2.430525	549101.876	9798362.723	68.035103
729	3	9210	0.954927	17	0.716194	9.254908	549073.515	9798366.488	68.527
730	3	9214	0.588872	13	0.272353	2.799204	549100.18	9798248.652	74.328598
731	3	9215	0.604787	12	0.287273	2.759704	549094.508	9798249.648	74.328598
732	3	9216	0.557041	14	0.243705	2.666045	549088.832	9798236.938	75.373497
733	3	9217	0.630252	14	0.311974	3.414783	549089.72	9798227.432	75.373497
734	3	9218	0.70028	15	0.385153	4.471105	549095.056	9798218.477	76.211998
735	3	9219	0.343774	10	0.092819	0.762358	549088.941	9798226.658	75.373497
736	3	9222	0.537942	15	0.22728	2.635284	549059.126	9798197.484	77.608902
737	3	9224	0.630252	12	0.311974	2.997549	549068.907	9798167.748	78.820503
738	3	9225	0.668449	10	0.350935	2.89101	549064.675	9798144.979	80.738098
739	3	9226	0.954927	16	0.716194	8.792525	549076.129	9798139.781	80.738098
740	3	9227	0.541126	12	0.229978	2.208186	549082.913	9798135.137	80.738098
741	3	9228	0.738477	12	0.428316	4.118334	549112.602	9798106.391	81.397697
742	3	9229	0.579323	10	0.263591	2.170072	549112.925	9798064.498	82.602798
743	3	9230	0.690731	14	0.374721	4.103281	549096.909	9798062.954	82.602798
744	3	9232	0.722562	14	0.410053	4.491088	549059.541	9798072.691	84.193703
745	3	9236	0.550675	12	0.238166	2.28699	549099.456	9798016.64	83.1073
746	3	9238	0.604787	14	0.287273	3.143832	549120.586	9798007.792	83.1073
747	3	9239	0.636618	13	0.318308	3.272679	549085.215	9798001.169	85.576599
748	3	9240	0.668449	16	0.350935	4.301428	549080.766	9797998.075	85.576599
749	3	9242	0.805322	16	0.509365	6.248549	549072.867	9797988.46	85.576599
750	3	9243	0.563407	13	0.249307	2.561835	549076.309	9797966.795	87.4468
751	3	9244	0.642984	13	0.324706	3.338609	549083.317	9797968.451	87.4468
752	3	9245	0.703463	12	0.388663	3.736244	549103.339	9797979.057	84.4757
753	3	9246	0.413802	10	0.134485	1.105504	549113.682	9797975.628	86.197403
754	3	9247	0.674815	12	0.357651	3.437487	549093.546	9797957.063	86.197403
755	3	9250	0.509295	12	0.203717	1.955507	549115.44	9797887.863	89.352501
756	3	9255	0.588872	13	0.272353	2.799204	549092.73	9797804.084	89.628998
757	3	9257	0.636618	14	0.318308	3.484274	549103.289	9797775.563	89.329597
758	3	9258	0.595238	12	0.278273	2.673052	549104.066	9797769.263	89.329597
759	3	9259	0.859435	13	0.580117	5.972517	549080.708	9797761.199	89.897202
760	3	9261	0.620703	11	0.302592	2.701026	549053.455	9797748.384	90.306602
761	3	9262	0.636618	12	0.318308	3.058549	549050.118	9797747.501	90.306602
762	3	9263	0.630252	12	0.311974	2.997549	549052.898	9797744.073	90.306602
763	3	9264	0.572956	12	0.25783	2.476251	549056.232	9797735.34	90.306602
764	3	9265	0.684365	14	0.367845	4.027825	549063.566	9797707.373	89.403
765	3	9269	0.572956	11	0.25783	2.300637	549119.376	9797613.958	88.310303
766	3	9272	0.732111	14	0.420963	4.610851	549061.77	9797639.837	89.072197
767	3	9276	0.649351	16	0.331168	4.058614	549044.875	9797684.718	89.7948
768	3	9277	0.684365	13	0.367845	3.78322	549041.317	9797688.809	89.7948
769	3	9278	0.891266	13	0.623884	6.42417	549034.756	9797694.337	89.7948
770	3	9279	0.588872	13	0.272353	2.799204	549030.432	9797748.721	90.306602
771	3	9282	0.716196	11	0.402859	3.598357	549022.655	9797782.105	91.705597
772	3	9283	0.668449	12	0.350935	3.372791	549030.683	9797863.567	91.286499
773	3	9284	0.636618	16	0.318308	3.900665	549044.495	9797947.569	88.690697
774	3	9286	0.757576	10	0.450757	3.715434	549047.396	9797987.472	86.827202
775	3	9288	1.145913	18	1.031319	13.998348	549019.392	9798082.649	85.275803
776	3	9289	0.553858	11	0.240928	2.14949	549031.307	9798141.892	81.621597
777	3	9290	0.627069	13	0.308831	3.175019	549053.116	9798178.032	79.593697
778	3	9292	0.436084	10	0.149358	1.228054	549018.876	9798246.019	76.742996
779	3	9295	0.588872	14	0.272353	2.980186	549030.119	9798285.366	73.149597
780	3	9296	0.671632	12	0.354285	3.405062	549017.441	9798290.012	73.565201
781	3	9297	0.458365	12	0.165011	1.58321	549040.466	9798301.06	73.149597
782	3	9303	0.585689	17	0.269416	3.473841	549033.816	9798395.126	67.124199
783	3	9304	0.579323	12	0.263591	2.53171	549040.937	9798407.946	67.067703
784	3	9307	0.636618	12	0.318308	3.058549	548973.579	9798579.181	75.986702
785	3	9308	1.7507	16	2.407207	29.633373	548989.587	9798549.775	72.4105
786	3	9309	0.652534	14	0.334423	3.661072	548974.682	9798543.478	72.4105
787	3	9310	0.703463	17	0.388663	5.01553	548990.472	9798528.883	69.635101
788	3	9314	0.604787	12	0.287273	2.759704	549010.563	9798364.514	69.206398
789	3	9315	0.662083	10	0.344282	2.836083	549003.329	9798345.282	71.315002
790	3	9319	0.61752	13	0.299496	3.078841	549007.277	9798115.922	84.351997
791	3	9320	0.579323	12	0.263591	2.53171	548994.708	9798114.268	84.1278
792	3	9321	0.572956	8	0.25783	1.757628	548991.152	9798127.533	84.1278
793	3	9322	0.611154	12	0.293353	2.818241	548947.099	9798090.625	85.537102
794	3	9323	0.560224	13	0.246498	2.532905	548945.65	9798076.477	85.537102
795	3	9326	0.668449	14	0.350935	3.842256	549007.04	9798058.002	85.967201
796	3	9329	0.668449	12	0.350935	3.372791	549021.816	9797989.357	88.2229
797	3	9331	0.572956	11	0.25783	2.300637	549019.03	9797967.03	89.797798
798	3	9333	0.639801	12	0.321499	3.089281	549005.002	9797912.429	91.413002
799	3	9336	0.636618	18	0.318308	4.309065	549002.547	9797876.064	91.610001
800	3	9337	0.572956	12	0.25783	2.476251	549016.555	9797852.185	91.585403
801	3	9338	0.954927	12	0.716194	6.894304	549014.764	9797806.535	91.887604
802	3	9340	0.56659	12	0.252132	2.421407	548999.069	9797752.929	91.3647
803	3	9343	0.70028	12	0.385153	3.702432	549009.07	9797718.108	91.0364
804	3	9346	0.773491	14	0.469895	5.148082	548963.113	9797628.476	91.175598
805	3	9348	0.595238	16	0.278273	3.409028	548943.904	9797759.022	94.679901
806	3	9349	0.636618	12	0.318308	3.058549	548943.567	9797746.2	94.679901
807	3	9350	0.913547	10	0.655469	5.40736	548933.336	9797751.398	96.339401
808	3	9353	0.684365	16	0.367845	4.509174	548931.127	9797814.624	94.967697
809	3	9354	0.560224	12	0.246498	2.367179	548925.013	9797825.458	93.851097
810	3	9357	0.878533	17	0.606187	7.830416	548936.601	9797912.446	92.158699
811	3	9358	0.789407	14	0.489431	5.362608	548943.164	9797915.318	91.623901
812	3	9360	0.986758	12	0.764736	7.362671	548937.164	9797942.732	91.623901
813	3	9361	0.636618	16	0.318308	3.900665	548939.838	9797959.975	90.891296
814	3	9362	0.652534	12	0.334423	3.213746	548938.173	9797973.129	90.891296
815	3	9365	0.722562	15	0.410053	4.760827	548944.072	9797991.587	89.942802
816	3	9366	0.910364	12	0.650909	6.264502	548927.839	9798011.929	88.891602
817	3	9367	0.604787	12	0.287273	2.759704	548949.977	9798033.146	88.765701
818	3	9370	0.722562	13	0.410053	4.21835	548929.976	9798110.967	82.976097
819	3	9372	0.763942	15	0.458364	5.323068	548928.546	9798176.846	79.515999
820	3	9377	0.697097	13	0.38166	3.925627	548924.453	9798267.375	75.998802
