ID	UT	N_Arvore	DAP	HC	G	Volume	X	Y	Z
522	3	9313	0.620703	14	0.302592	3.311861	548977.882	9798438.138	67.771698
523	3	9316	0.620703	13	0.302592	3.110736	548989.316	9798347.718	70.606499
524	3	9317	1.432391	14	1.611436	17.703624	548983.951	9798240.832	77.016502
525	3	9318	0.496562	11	0.193659	1.726922	549001.186	9798225.574	76.742996
526	3	9324	0.509295	12	0.203717	1.955507	548976.014	9798076.359	85.549103
527	3	9325	0.636618	17	0.318308	4.105794	548982.465	9798079.121	85.549103
528	3	9327	0.763942	12	0.458364	4.407926	548996.692	9798037.888	88.2593
529	3	9328	0.502928	10	0.198656	1.634441	549019.039	9798005.496	88.2229
530	3	9330	0.550675	16	0.238166	2.916671	549011.357	9797972.779	89.797798
531	3	9332	0.522027	12	0.214031	2.054733	548996.888	9797932.106	91.160797
532	3	9334	0.477464	12	0.179048	1.718208	549004.553	9797895.628	91.413002
533	3	9335	0.509295	13	0.203717	2.092412	549011.225	9797886.784	91.413002
534	3	9339	0.563407	12	0.249307	2.394216	549011.76	9797802.446	91.887604
535	3	9341	0.461548	12	0.167311	1.605325	548994.063	9797750.167	93.1576
536	3	9342	0.509295	12	0.203717	1.955507	548998.176	9797741.987	91.3647
537	3	9344	0.56659	8	0.252132	1.718701	548998.833	9797701.199	91.0364
538	3	9345	0.467914	13	0.171958	1.765535	548976.681	9797621.509	90.103996
539	3	9347	0.477464	12	0.179048	1.718208	548962.146	9797766.202	94.407501
540	3	9351	0.534759	12	0.224598	2.15642	548912.436	9797791.638	94.967697
541	3	9352	0.477464	12	0.179048	1.718208	548913.774	9797803.022	94.967697
542	3	9355	0.493379	12	0.191184	1.834935	548932.257	9797888.35	92.432198
543	3	9356	0.477464	14	0.179048	1.957369	548927.255	9797898.521	92.432198
544	3	9359	0.493379	12	0.191184	1.834935	548933.268	9797928.143	91.823502
545	3	9363	0.592055	12	0.275305	2.644476	548939.841	9797971.36	90.891296
546	3	9364	0.496562	9	0.193659	1.457458	548928.72	9797977	90.1437
547	3	9368	0.614337	13	0.296417	3.047112	548923.621	9798046.085	87.034103
548	3	9369	0.522027	15	0.214031	2.481322	548920.398	9798057.913	87.034103
549	3	9371	0.477464	11	0.179048	1.596355	548920.756	9798155.294	81.075699
550	3	9373	0.989941	12	0.769678	7.410356	548921.317	9798177.732	79.515999
551	3	9374	0.627069	13	0.308831	3.175019	548918.205	9798184.918	79.515999
552	3	9375	0.531576	12	0.221933	2.130767	548932.229	9798227.581	76.898003
553	3	9376	1.082251	12	0.919911	8.860339	548949.576	9798212.433	78.312897
554	3	9378	1.432391	12	1.611436	15.540513	548909.236	9798349.395	74.150597
555	3	9379	0.642984	12	0.324706	3.120166	548917.583	9798372.716	74.150597
556	3	9380	1.136364	13	1.014202	10.454715	548923.271	9798433.287	71.906097
557	3	9381	0.563407	14	0.249307	2.727471	548920.409	9798557.087	72.474403
558	3	9382	0.493379	12	0.191184	1.834935	548934.648	9798565.815	75.139
559	3	9383	0.795773	12	0.497357	4.783785	548932.316	9798581.844	75.139
